"UKA_app.UKA.contrast","UKA_app.UKA.Sgroup_contrast","UKA_app.UKA.Kinase Name","UKA_app.UKA.Kinase Uniprot ID","UKA_app.UKA.Kinase entrezid","UKA_app.UKA.Kinase Group","UKA_app.UKA.Kinase Family","UKA_app.UKA.Median Final score","UKA_app.UKA.Final score rank","UKA_app.UKA.Mean Significance Score","UKA_app.UKA.Mean Specificity Score","UKA_app.UKA.Median Kinase Statistic","UKA_app.UKA.Median Kinase Change","UKA_app.UKA.Mean peptide set size","UKA_app.UKA.Max Final score","UKA_app.UKA.SD Kinase Statistic","UKA_app.UKA.Mean Kinase Statistic"
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CDK6","Q00534",1021,"CMGC","CDK",1.7589518493283556,60,1.5039297542961176,0.15412506590890718,-1.3985937483591764,-0.19827017188073048,4.0,1.9685107442902499,0.29677505311877916,-1.2996687306529167
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CDK7","P50613",1022,"CMGC","CDK",1.6317503153618778,78,1.583266837715217,0.05885583690658271,-1.167159979356595,-0.36150150373578244,9.0,1.8055411625564737,0.27535377269392436,-1.0965167292785596
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CDK9","P50750",1025,"CMGC","CDK",0.19099545968045167,95,0.29632995385200694,0.013737603967767959,0.18820903122011134,0.010322749614716464,4.0,0.5824950924276874,0.13266695067770767,0.2766536650052498
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CDKL1","Q00532",8814,"CMGC","CDKL",1.9129287940934647,45,1.549084584511669,0.4046977658124855,-1.7294236310137923,-0.613348580896857,4.0,2.13691517467964,0.2476621906159271,-1.910290522269109
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CDKL4","Q5MAI5",344387,"CMGC","CDKL",1.569349721154341,85,1.5088643834802158,0.06048533767412516,-0.7766305506117174,-0.3743879099686862,3.0,1.5813673126459347,0.0,-0.7766305506117174
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CDKL5","O76039",6792,"CMGC","CDKL",1.7694489037049148,58,1.3568205989982411,0.23576556687869354,-1.3176170118328958,-0.4804137349128721,4.0,2.0604807473813818,0.515785897723329,-1.3432118581589403
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CHEK1","O14757",1111,"CAMK","CAMKL",1.6415321361230795,77,1.3124250921990692,0.04825301720479713,-0.9563596458255089,-0.17558942238489875,6.0,1.6878226435602213,0.37899083063408107,-0.8638857819280916
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CHEK2","O96017",11200,"CAMK","RAD53",2.6027554189896134,14,1.583266837715217,0.8912493732147138,-2.182624866072429,-0.37792531343607016,16.0,2.82739706879014,0.155879569410189,-2.1022663390225285
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CHUK","O15111",1147,"OTHER","IKK",2.6083592965076123,13,1.583266837715217,0.9821649228064507,-2.737639397118186,-0.7909759283065632,4.0,2.739928612014925,0.05644672051126487,-2.700008250110676
"Hard vs C_Soft","LMNA_Hard vs C_Soft","COQ8A","Q8NI60",56997,"Atypical","NA",0.7655738367761891,92,0.779289675981491,0.008808197188238985,-0.5844274584082719,-0.19520971179008384,7.0,1.5619325495465062,0.21376054877072376,-0.5867555710683112
"Hard vs C_Soft","LMNA_Hard vs C_Soft","CSNK1A1","P48729",1452,"CK1","CK1",2.221848749616356,30,1.583266837715217,0.5939132329568232,-2.072437987826288,-0.5609504878520828,7.0,2.29895036927086,0.05770905646540553,-2.0654118589797013
"Hard vs C_Soft","LMNA_Hard vs C_Soft","DAPK2","Q9UIK4",23604,"CAMK","DAPK",1.7672012765091987,59,1.5608686134744565,0.21115270401155606,-1.425753397075067,-0.33808851242065313,3.0,1.834458923277627,0.0,-1.425753397075067
"Hard vs C_Soft","LMNA_Hard vs C_Soft","DAPK3","O43293",1613,"CAMK","DAPK",2.364516253185088,22,1.5228787452803376,0.8416375079047503,-2.5596775167087755,-0.1902157862981193,3.0,2.364516253185088,,-2.5596775167087755
"Hard vs C_Soft","LMNA_Hard vs C_Soft","DCLK2","Q8N568",166614,"CAMK","DCAMKL",2.38933983691012,20,1.5692857770193047,0.7419847866984471,-2.2180823186400063,-0.366816004117337,8.0,2.7505570385574174,0.3483638078326422,-2.2291142996872146
"Hard vs C_Soft","LMNA_Hard vs C_Soft","GSK3B","P49841",2932,"CMGC","GSK",1.8489367466462496,52,1.583266837715217,0.24343309312729236,-1.5342083376333837,-0.7192600170771245,3.0,2.0162835260862506,0.0,-1.5342083376333837
"Hard vs C_Soft","LMNA_Hard vs C_Soft","IKBKB","O14920",3551,"OTHER","IKK",2.3444774037465823,23,1.549084584511669,0.7586894528002615,-2.4788964332874874,-0.7874681949615425,3.0,2.379239510005794,0.012215513229711759,-2.484359376879824
"Hard vs C_Soft","LMNA_Hard vs C_Soft","IKBKE","Q14164",9641,"OTHER","IKK",1.8723769504019707,49,1.583266837715217,0.2938147523383325,-1.6753857497135545,-0.5942611694335896,5.0,2.074894273190336,0.0008037895206252187,-1.6757908215569857
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK1","P28482",5594,"CMGC","MAPK",1.1072377653841832,90,1.130361082083358,0.03266005967277133,-0.5820949808866654,-0.14208857218424642,6.0,1.6208758539296082,0.29867634733464593,-0.7913459953870279
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK10","P53779",5602,"CMGC","MAPK",1.6091355156273892,81,1.583266837715217,0.0231044306149837,-1.025681142949271,-0.35203517837957965,11.0,1.8181564120552274,0.009195419060887586,-1.0303151985752008
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK11","Q15759",5600,"CMGC","MAPK",1.7402319541029438,61,1.5088643834802158,0.23136757062272817,-1.5056026408710166,-0.45324814319609885,3.0,1.7520267336381934,0.0,-1.5056026408710166
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK12","P53778",6300,"CMGC","MAPK",1.5451551399914898,88,1.318297262249873,0.06153290006365869,-0.9198313397151112,-0.19294556975364308,5.0,1.747049930815725,0.25400217053575325,-0.9153294537791471
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK13","O15264",5603,"CMGC","MAPK",1.734427538256882,63,1.583266837715217,0.2534385310259027,-1.3721489137403409,-0.4563334711960364,6.0,2.187353983766881,0.32595745772421264,-1.5900562922888684
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK14","Q16539",1432,"CMGC","MAPK",1.6628203745901657,70,1.583266837715217,0.10868889862638555,-1.2321218894518315,-0.38178018728892066,6.0,1.9993056841336456,0.10893542123567855,-1.2440606908047265
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK3","P27361",5595,"CMGC","MAPK",1.6955094722265123,66,1.583266837715217,0.12761124612322058,-1.1907195792621463,-0.28713933626811033,6.0,1.9037854146535949,0.2855595984630961,-1.2256963871464428
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK7","Q13164",5598,"CMGC","MAPK",1.6489771474158763,74,1.583266837715217,0.07432662431960796,-1.015015884245015,-0.3013648390769965,5.0,1.877849680559195,0.1365601432946385,-1.042799422793728
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK8","P45983",5599,"CMGC","MAPK",1.6091355156273892,82,1.583266837715217,0.022901678457733995,-1.025681142949271,-0.35203517837957965,11.0,1.81633164263998,0.00695108343889476,-1.0279981707622359
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPK9","P45984",5601,"CMGC","MAPK",1.6485129095502888,75,1.539622352268592,0.0644856711803391,-1.2033333322062088,-0.4102343618869787,8.0,1.825533141113982,0.18046773243963274,-1.1474096706098742
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPKAPK2","P49137",9261,"CAMK","MAPKAPK",1.7759333356652327,57,1.583266837715217,0.22229973136423908,-1.6684602029341884,-0.4042584666839034,22.0,2.066715227651305,0.06465785353931264,-1.6470294608090148
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MAPKAPK3","Q16644",7867,"CAMK","MAPKAPK",2.160396270529163,32,1.583266837715217,0.5337839542432344,-1.865278885608757,-0.4255833749113414,25.0,2.4695441564153238,0.14036296027789302,-1.8051084134295798
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MTOR","P42345",2475,"Atypical","PIKK",1.849427752331002,51,1.583266837715217,0.26557288394936923,-1.4983133253625955,-0.46977000236510735,5.0,2.020633757603839,0.15074235573640615,-1.5988082291868664
"Hard vs C_Soft","LMNA_Hard vs C_Soft","MYLK3","Q32MK0",91807,"CAMK","MLCK",2.415668775632469,18,1.549084584511669,0.8326631670114865,-2.671004095135897,-0.6792290210723927,3.0,2.432268037451931,0.0,-2.671004095135897
"Hard vs C_Soft","LMNA_Hard vs C_Soft","NPR1","P16066",4881,"RGC","RGC",2.1317083119821443,33,1.583266837715217,0.5561323002320896,-1.922816989791471,-0.5163419097661938,14.0,2.26185391128794,0.0578345145258366,-1.9154911669480241
"Hard vs C_Soft","LMNA_Hard vs C_Soft","NPR2","P20594",4882,"RGC","RGC",2.285335007137463,28,1.5342518063298711,0.7664865499430231,-2.344364246309139,-0.7007156908512098,4.0,2.3395139842150323,0.10289471228293269,-2.4037705361438793
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PAK1","Q13153",5058,"STE","STE20",1.880876135189383,48,1.583266837715217,0.31007661570190076,-1.7074037068457188,-0.4786660075187712,4.0,2.118273064623582,0.0,-1.7074037068457188
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PIM1","P11309",5292,"CAMK","PIM",2.0832303157168637,37,1.583266837715217,0.5012936393067156,-1.778150454929163,-0.4421435289604687,47.0,2.207048291749868,0.02185803065418356,-1.7783851921132954
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PIM2","Q9P1W9",11040,"CAMK","PIM",2.519418213170831,15,1.583266837715217,0.8835631595272219,-1.9742965378918014,-0.4171177293315033,29.0,2.7872798455821575,0.05934007756019722,-1.9622081563720788
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PKN1","Q16512",5585,"AGC","PKN",1.5574540630265925,86,1.5088643834802158,0.0485896795463767,-0.8137794799970354,-0.2861421912908539,4.0,1.5904049806031844,0.19580095878993165,-0.8137794799970354
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PKN2","Q16513",5586,"AGC","PKN",1.6890943706238586,67,1.5228787452803376,0.16621562534352105,-1.3070403283022964,-0.31390396753946614,3.0,1.6890943706238586,,-1.3070403283022964
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PLK3","Q9H4B4",1263,"CAMK","PLK",2.099305225547602,34,1.583266837715217,0.5704253357541826,-2.2563472990927975,-0.7090884447097677,4.0,2.3677452233152865,0.08136099318435588,-2.190164909469213
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKAA1","Q13131",5562,"CAMK","CAMKL",2.2873502983727887,27,1.583266837715217,0.7030364222314971,-2.1120487029452515,-0.5041520162062273,10.0,2.744727494896694,0.13229855847192232,-2.0526890455523055
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKACA","P17612",5566,"AGC","PKA",4.2839966563652006,1,1.583266837715217,2.6989700043360187,-2.2044414766890474,-0.5466157781316853,46.0,4.494850021680094,0.05284444401025698,-2.2081981959463794
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKACB","P22694",5567,"AGC","PKA",3.277366077466188,8,1.583266837715217,1.738896197745053,-2.225725831412498,-0.5332833409309362,23.0,4.221848749616356,0.10461696326420618,-2.2414585487436924
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKACG","P22612",5568,"AGC","PKA",2.0151452161987127,41,1.5556360443195019,0.45929145851074105,-1.992355567869966,-0.5623029867808036,3.0,2.063486257521107,0.0,-1.992355567869966
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCA","P17252",5578,"AGC","PKC",2.375511637486551,21,1.583266837715217,0.8149835330824247,-1.9749172509328428,-0.5207016986349352,21.0,2.72399801003795,0.025832511454213083,-1.993961645865932
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCB","P05771",5579,"AGC","PKC",1.8176995004066612,55,1.583266837715217,0.18690988256001156,-1.6083947868425683,-0.4419658324297711,17.0,1.9595559016373234,0.09402620154579486,-1.5703761126368447
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCD","Q05655",5580,"AGC","PKC",2.1990081387398286,31,1.583266837715217,0.6447890507363575,-1.935562989918037,-0.5290564298629716,17.0,2.7166987712964503,0.0803735608413051,-1.9375835841609783
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCE","Q02156",5581,"AGC","PKC",1.6885004345396266,68,1.583266837715217,0.140346723876113,-1.4796169079956225,-0.4895332124498111,15.0,1.9570309266068198,0.16844574283839914,-1.4613525130642957
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCG","P05129",5582,"AGC","PKC",1.9295926782598802,43,1.583266837715217,0.29329934690153253,-1.6849581791966108,-0.5342359066009489,10.0,2.025028005701931,0.2604262762670788,-1.619985398408847
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCH","P24723",5583,"AGC","PKC",1.6448167639903248,76,1.583266837715217,0.08817303201608219,-1.2988285040546828,-0.43876067399978425,10.0,1.8757566910533512,0.2210552982025888,-1.2334460288346314
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCI","P41743",5584,"AGC","PKC",1.6560009309428387,72,1.583266837715217,0.08380061732251654,-1.1913139300365456,-0.536894470453257,10.0,1.8757566910533512,0.10243670994918666,-1.2638217978348298
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCQ","Q04759",5588,"AGC","PKC",1.6515393641804765,73,1.583266837715217,0.06374209498693856,-1.3212290540951561,-0.3560991116932429,15.0,1.873673739905059,0.037481744282399504,-1.313815918434736
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKCZ","Q05513",5590,"AGC","PKC",1.5991512947207884,83,1.583266837715217,0.019264783178369046,-0.7094712966220765,-0.19779175519942585,6.0,1.8154221250679752,7.850462293418876e-17,-0.7094712966220765
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKD1","Q15139",5587,"CAMK","PKD",2.306273051076353,26,1.583266837715217,0.713900109813954,-2.2952703038497413,-0.6071645736694359,5.0,2.517126416391246,0.0,-2.2952703038497413
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKG1","Q13976",5592,"AGC","PKG",4.1938200260161125,4,1.583266837715217,2.3321888937066877,-2.1496828592831485,-0.5164436764187271,33.0,4.318758762624412,0.09602515825500627,-2.1890132256408763
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKG2","Q13237",5593,"AGC","PKG",4.017728766960431,6,1.583266837715217,2.4321477220269583,-2.2808454655123396,-0.5274169961611419,30.0,4.318758762624412,0.042053149432538406,-2.289226409378145
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKX","P51817",5613,"AGC","PKA",4.221848749616356,3,1.583266837715217,2.326720224521112,-2.3993604632524086,-0.5351198136806461,27.0,4.318758762624412,0.10128397110307434,-2.401356693664382
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PRKY","O43930",,"AGC","PKA",2.318758762624413,25,1.583266837715217,0.7683560979682347,-2.2658286526350166,-0.5336939266749697,8.0,2.6405439798790136,0.12142802354224903,-2.2115475419602895
"Hard vs C_Soft","LMNA_Hard vs C_Soft","PSKH1","P11801",5681,"CAMK","PSK",1.8331679673365981,54,1.5556360443195019,0.28020962627742885,-1.6428304524358275,-0.6850070854027951,4.0,1.87942606879415,0.06474576949632846,-1.6428304524358275
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RAF1","P04049",5894,"TKL","RAF",1.673336493275321,69,1.583266837715217,0.11017205826814566,-1.1022049992140315,-0.5413459837436685,4.0,1.894966949606406,0.05493470292976636,-1.120516566857287
"Hard vs C_Soft","LMNA_Hard vs C_Soft","ROCK1","Q13464",6093,"AGC","DMPK",1.6595558851598817,71,1.549084584511669,0.0921326079846637,-0.7902982446110217,-0.3519104719161958,3.0,1.6762942423822913,0.24050223710343616,-0.9659362451336989
"Hard vs C_Soft","LMNA_Hard vs C_Soft","ROCK2","O75116",9475,"AGC","DMPK",1.595508382241314,84,1.4780070529143543,0.07735420230855541,-1.0723515422809642,-0.3334050476551029,4.0,1.7288091612987049,0.20615701174837558,-0.9675682629636413
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KA1","Q15418",6195,"AGC-CAMK","RSK",1.9397555731017748,42,1.583266837715217,0.3904482420614339,-1.4816645730685194,-0.5275893536480967,15.0,2.8794260687941504,0.30445638336563,-1.6448718087685326
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KA2","Q15349",6196,"AGC-CAMK","RSK",2.020633757603839,40,1.583266837715217,0.4989174073424137,-1.740141994295871,-0.5467035630170013,15.0,2.5228787452803374,0.20929546039967303,-1.8115664836128482
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KA3","P51812",6197,"AGC-CAMK","RSK",1.9143527117031436,44,1.583266837715217,0.6650083506083225,-1.7830154620054615,-0.4848743402040917,15.0,3.59176003468815,0.43399886804519294,-1.7163652881302134
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KA4","O75676",8986,"AGC-CAMK","RSK",1.7368148513417876,62,1.597610057059901,0.10952546306239078,-1.1833609483395413,-0.3849999904632539,4.0,1.9385475209128067,0.22506931236689237,-1.0618096272879753
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KA5","O75582",9252,"AGC-CAMK","RSK",4.2839966563652006,2,1.583266837715217,2.6989700043360187,-2.2566210453017335,-0.5012910405794769,35.0,4.494850021680094,0.03478103565447803,-2.2639853653290967
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KA6","Q9UK32",27330,"AGC-CAMK","RSK",1.8910370450017413,46,1.3155676399391663,0.5009028127459911,-1.656101618703735,-0.44676747214462875,11.0,3.0757207139381184,0.6948140407004223,-1.493262464143926
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KB1","P23443",6198,"AGC","RSK",1.8373161341221076,53,1.583266837715217,0.31245824588612414,-1.7176985533687525,-0.4644641659476498,13.0,2.235077015350112,0.1459960676579574,-1.700256371479302
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KB2","Q9UBS0",6199,"AGC","RSK",4.1938200260161125,5,1.583266837715217,2.0578798483854124,-2.4607579185926873,-0.6316542842171329,20.0,4.318758762624412,0.15851524831689476,-2.4520695020355867
"Hard vs C_Soft","LMNA_Hard vs C_Soft","RPS6KL1","Q9Y6S9",83694,"OTHER","RSKL",0.5851972570684711,93,0.558576252253343,0.03602130235352969,-0.5485432914055797,-0.2692299286524449,3.0,0.6283854557083537,0.0,-0.5485432914055797
"Hard vs C_Soft","LMNA_Hard vs C_Soft","SGK1","O00141",6446,"AGC","SGK",2.2323989319496644,29,1.583266837715217,1.1787878852862237,-1.9388706635505928,-0.5722246567408212,15.0,4.1938200260161125,0.2656874358807939,-2.0732223617345196
"Hard vs C_Soft","LMNA_Hard vs C_Soft","SGK2","Q9HBY8",10110,"AGC","SGK",2.412064651363644,19,1.583266837715217,1.0394913438507332,-2.1294809011687277,-0.5926440528460838,12.0,3.7447274948966935,0.1816013307141731,-2.170896598729146
"Hard vs C_Soft","LMNA_Hard vs C_Soft","SGK3","Q96BR1",23678,"AGC","SGK",2.4156687756324695,17,1.583266837715217,1.0285753503695632,-2.087673634580351,-0.5872918168703695,11.0,3.1938200260161125,0.21621155185495333,-2.2037589996898683
"Hard vs C_Soft","LMNA_Hard vs C_Soft","STK38L","Q9Y2H1",23012,"AGC","NDR",2.0665127121512947,38,1.5342518063298711,0.5998325048232366,-2.035555087836341,-0.5234309434890755,7.0,2.306273051076353,0.2279960661693492,-2.16718867801339
