"UKA_app10.UKA10.contrast","UKA_app10.UKA10.Sgroup_contrast","UKA_app10.UKA10.Kinase Name","UKA_app10.UKA10.Kinase Uniprot ID","UKA_app10.UKA10.Kinase entrezid","UKA_app10.UKA10.Kinase Group","UKA_app10.UKA10.Kinase Family","UKA_app10.UKA10.Median Final score","UKA_app10.UKA10.Final score rank","UKA_app10.UKA10.Mean Significance Score","UKA_app10.UKA10.Mean Specificity Score","UKA_app10.UKA10.Median Kinase Statistic","UKA_app10.UKA10.Median Kinase Change","UKA_app10.UKA10.Mean peptide set size","UKA_app10.UKA10.Max Final score","UKA_app10.UKA10.SD Kinase Statistic","UKA_app10.UKA10.Mean Kinase Statistic"
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","MAPK8","P45983",5599,"CMGC","MAPK",0.554582630234082,85,0.5532959842724328,0.0028109415211620033,0.3859692152480671,0.12831428556731259,11.0,0.6160697944652794,0.01997623211933749,0.39262795928784633
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","MAPK9","P45984",5601,"CMGC","MAPK",0.5779882910299999,82,0.5768089929277127,0.014263522377398067,0.46463442718432385,0.13575553452527078,8.0,0.6596352155979327,0.05536126174341554,0.4893267963388114
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","MAPKAPK2","P49137",9261,"CAMK","MAPKAPK",1.4041511948533323,46,1.2375453477915381,0.19861945203286455,1.075180129878402,0.260105225774975,22.0,1.6970633002951339,0.061509863227093814,1.0574930991333293
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","MAPKAPK3","Q16644",7867,"CAMK","MAPKAPK",1.5719948654681895,32,1.2375453477915381,0.43310972415955934,1.1742104344476871,0.2753715259688235,25.0,2.316592700867905,0.24461831257464284,1.0658347634882646
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","MTOR","P42345",2475,"Atypical","PIKK",1.5553307690614755,34,1.2375453477915381,0.339087398641836,1.1629947775837426,0.36070538361867754,5.0,1.7715996412969952,0.0030558014497450436,1.1650319785502392
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","MYLK3","Q32MK0",91807,"CAMK","MLCK",1.219913220401605,53,0.9547099303736772,0.2824229068664236,1.0997792046071984,0.3064628177218968,3.0,1.3474442497881824,0.0,1.0997792046071984
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","NPR1","P16066",4881,"RGC","RGC",1.213021555119576,54,1.0860686402637167,0.12045518671131204,0.9575388163680634,0.3476424859120299,15.0,1.3147958655289853,0.04703411998179852,0.9522645086051358
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","NPR2","P20594",4882,"RGC","RGC",1.183043201111817,60,0.9533107103159043,0.2571088338544273,1.0599540996285435,0.5256462395191197,4.0,1.314975214894286,0.019193022461774827,1.0488730029436752
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PAK1","Q13153",5058,"STE","STE20",2.148008252037843,16,1.5798613746054597,0.6003315560412577,1.4238001645776588,0.3959607601165782,5.0,2.4809599613516555,0.0,1.4238001645776588
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PIM1","P11309",5292,"CAMK","PIM",2.0369681249461014,21,1.2375453477915381,0.7920490169513147,1.2154509135642915,0.27849745833211326,48.0,2.329754146925876,0.013049139921162507,1.2106823818159338
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PIM2","Q9P1W9",11040,"CAMK","PIM",2.912218582190458,10,1.2662429050407638,1.5981276992709403,1.401448155608265,0.2617047869023835,30.0,3.157390760389438,0.022475306261478534,1.4017598326398302
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PIM3","Q86V86",415116,"CAMK","PIM",2.0449860969619498,20,1.5798613746054597,0.502843719836892,1.386723128944663,0.44970893859863575,3.0,2.3147958655289855,0.0,1.386723128944663
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PKN1","Q16512",5585,"AGC","PKN",0.5742502285207043,83,0.5496526127738011,0.02459761574690328,0.3779581973096279,0.09579034745692534,4.0,0.7743806186666006,0.139711053091834,0.3779581973096279
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PKN2","Q16513",5586,"AGC","PKN",1.058766923038114,65,0.9746941347352298,0.08407278830288423,0.5639191316526054,0.10064102543723881,3.0,1.058766923038114,,0.5639191316526054
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PLK3","Q9H4B4",1263,"CAMK","PLK",1.4608736966546094,42,1.069885659940753,0.39106731630467484,1.2731725272569412,0.40121987130905207,4.0,1.526016976789664,0.030476407459506256,1.2477001752263994
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKAA1","Q13131",5562,"CAMK","CAMKL",1.4309539835540996,44,1.2375453477915381,0.19360150011583968,1.0320677735876482,0.30086826916895776,10.0,1.6641010079748881,0.02751875991664859,1.020727257667759
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKACA","P17612",5566,"AGC","PKA",3.906578314837765,2,1.2375453477915381,2.6459565315893894,1.3964125656535147,0.33663168218400413,47.0,4.142667503568731,0.017404097659174576,1.3940417289956681
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKACB","P22694",5567,"AGC","PKA",2.05472841849229,17,1.2375453477915381,0.7559672828174249,1.3043597922381884,0.3227415601412419,23.0,2.8639139026159026,0.13803350285523155,1.25075327428904
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKACG","P22612",5568,"AGC","PKA",0.6969553546737202,78,0.5511687438772099,0.13763682036079403,0.7511278638390005,0.33412248558468755,3.0,0.7162646938171318,0.0,0.7511278638390005
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCA","P17252",5578,"AGC","PKC",1.8673561490269197,27,1.2375453477915381,0.6382244546360171,1.268217191400051,0.31811542787412855,21.0,2.1214782044987937,0.03350499197798208,1.2702138913375123
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCB","P05771",5579,"AGC","PKC",1.3519133389694964,49,1.2040975704955403,0.16677946608930858,1.030010929146144,0.2820332163856107,17.0,1.6010882596221507,0.016056728464692076,1.022019778085034
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCD","Q05655",5580,"AGC","PKC",1.6063897036447077,30,1.197498275857744,0.4056068225457063,1.1984106260637952,0.32759232874269484,18.0,1.7017584215035138,0.030768425319268832,1.1867089937405384
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCE","Q02156",5581,"AGC","PKC",1.4720094108035662,41,1.2375453477915381,0.25553870625594766,1.079462319553374,0.30495559000500966,16.0,1.733298033115912,0.06862235930142283,1.0931733377488315
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCG","P05129",5582,"AGC","PKC",1.2634122908746996,52,1.0727787077914963,0.1956816167523419,1.0319751275088416,0.31786319414773984,10.0,1.6228395097930128,0.10552222458689452,0.9984659289155019
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCH","P24723",5583,"AGC","PKC",1.0936218541819809,64,1.01134755688177,0.06793084917022447,0.7813071667064534,0.23651326619660945,10.0,1.3489547061013265,0.08220189118112521,0.7850042616807478
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCI","P41743",5584,"AGC","PKC",1.0511959540671887,66,0.9828270963462336,0.09625258300019031,0.8614511025346268,0.2417255918184944,11.0,1.24504041227829,0.028938748219350625,0.8814577324951575
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCQ","Q04759",5588,"AGC","PKC",1.183626111247638,59,1.1326876040229095,0.1002849909727415,0.9358464922576984,0.229316849178734,16.0,1.529883646848996,0.05855749228525515,0.932360268852152
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKCZ","Q05513",5590,"AGC","PKC",0.7918274733328784,71,0.7580145391583037,0.02493732448084305,0.46690955871194967,0.12097274594836567,6.0,0.8148092757222086,0.0,0.46690955871194967
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKD1","Q15139",5587,"CAMK","PKD",1.986994149984263,23,1.2375453477915381,0.7701562697907468,1.5400843112913243,0.3918099668290864,6.0,2.1932774969238187,0.0,1.5400843112913243
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKG1","Q13976",5592,"AGC","PKG",3.172630726946175,8,1.2375453477915381,2.044845341306783,1.423542217577045,0.32672252541496527,34.0,3.950781977329818,0.08348063348109833,1.421605832730984
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKG2","Q13237",5593,"AGC","PKG",3.649751981665837,4,1.2375453477915381,2.2390884554185826,1.43719831922488,0.34230636623170657,31.0,3.9355420107730814,0.04215451939287135,1.4501423829082056
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKX","P51817",5613,"AGC","PKA",3.2644011003018196,6,1.219672981958322,1.8956596255966234,1.4490447450439452,0.36058913526080427,27.0,3.906578314837765,0.05646970503169084,1.4611846313374655
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKY","O43930",,"AGC","PKA",1.1905749712029658,58,1.066131279569012,0.2650962536345521,0.9740501674596974,0.3682963125633426,8.0,1.8204482088348124,0.12182294766914173,1.0499422409340973
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PSKH1","P11801",5681,"CAMK","PSK",1.2999708198824702,51,0.9540672516947261,0.3560995966093423,1.1823943689901557,0.4136794441275965,4.0,1.391388399585389,0.013782852243426274,1.1823943689901557
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RAF1","P04049",5894,"TKL","RAF",1.5327175523818586,35,1.2966276127517922,0.2730402240642559,1.045897145650144,0.35804152488708796,5.0,1.9557739228873174,0.09468873116881434,1.0774600560397487
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","ROCK1","Q13464",6093,"AGC","DMPK",0.7132382391869438,76,0.805217193712044,0.08194745050546767,0.518781490924826,0.11504887209998522,3.0,1.2753964846032833,0.12757895893794544,0.6119519891559434
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","ROCK2","O75116",9475,"AGC","DMPK",0.8403967173117459,69,0.6472948895988964,0.03577558243206764,0.49991709891072944,0.07972648739813493,4.0,0.88625713757065,0.1712845081157658,0.4697386891760435
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA1","Q15418",6195,"AGC-CAMK","RSK",1.4512421714262955,43,1.2375453477915381,0.30574518094210357,1.050733833821944,0.325688932881212,16.0,2.063486257521107,0.1261763647423526,1.090704157184629
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA2","Q15349",6196,"AGC-CAMK","RSK",1.575248997895983,31,1.2375453477915381,0.5596294158468164,1.1206864321423493,0.3159161430818045,16.0,2.744727494896694,0.15306579194726136,1.2085580537729916
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA3","P51812",6197,"AGC-CAMK","RSK",1.6160410893208885,29,1.2375453477915381,0.5938105096456641,1.2063804069906667,0.25858596124147243,16.0,3.1012748184105066,0.16035926101601522,1.2089253491874048
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA4","O75676",8986,"AGC-CAMK","RSK",1.3354633334861672,50,1.2376670154608476,0.09731145053873848,0.7183640859875569,0.17008598645527773,4.0,1.4913894895705875,0.08226802413038783,0.6739342749742732
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA5","O75582",9252,"AGC-CAMK","RSK",3.8068754016455384,3,1.2375453477915381,2.454067784040916,1.46882439353084,0.29885603873817795,36.0,4.142667503568731,0.027329881658234804,1.475791355862098
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA6","Q9UK32",27330,"AGC-CAMK","RSK",1.1947011899093558,57,0.9331081684796156,0.22694917718686689,0.8219957519541976,0.22472691853289095,11.0,2.4614262661931443,0.41311677904866445,0.7803153869113445
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KB1","P23443",6198,"AGC","RSK",1.4768260348353568,39,1.2375453477915381,0.34050245328102463,1.1117147905573657,0.3204141656557683,13.0,1.8716007312821936,0.14564377169023557,1.1536168207820503
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KB2","Q9UBS0",6199,"AGC","RSK",3.565431095965801,5,1.219672981958322,1.813476033877451,1.5248568068988495,0.39466726057457163,20.0,4.142667503568731,0.13975621065283897,1.5111966122611284
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KL1","Q9Y6S9",83694,"OTHER","RSKL",0.28524664413740264,93,0.27312468066172724,0.017846703799920975,0.1729655744269466,0.15083977911207302,3.0,0.31875876262441283,0.0,0.1729655744269466
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","SGK1","O00141",6446,"AGC","SGK",1.1598939055432422,62,1.0544534373218124,0.21958696137263806,0.9918537339013862,0.3117237165570247,15.0,1.9608239156239589,0.09667294956231129,1.0374408182333201
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","SGK2","Q9HBY8",10110,"AGC","SGK",1.2074962489653474,55,1.0024722466314366,0.24129078922941785,1.0721936109295733,0.36039147206715244,12.0,1.526016976789664,0.08056143173341279,1.0660698750824562
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","SGK3","Q96BR1",23678,"AGC","SGK",1.4755259845264033,40,1.085776176708823,0.27983191252994893,1.103450435607178,0.36907437112596014,11.0,1.7080985995345328,0.0944552202557019,1.0856476262153907
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","STK38L","Q9Y2H1",23012,"AGC","NDR",1.9822990287758833,24,1.2530704023479928,0.7391253480419983,1.4361682848387294,0.36277079085507946,7.0,2.1741845550147962,0.11337367717993393,1.501624607877582
"LMNA vs C_WT","Stretch_LMNA vs C_WT","AKT1","P31749",207,"AGC","Akt",1.6903698325741012,29,0.9208187539523752,0.7518197833692218,1.355361639610977,0.37902724742888655,23.0,1.7685304095693188,0.052008820048753526,1.355024295123397
