"UKA_app0.UKA0.contrast","UKA_app0.UKA0.Sgroup_contrast","UKA_app0.UKA0.Kinase Name","UKA_app0.UKA0.Kinase Uniprot ID","UKA_app0.UKA0.Kinase entrezid","UKA_app0.UKA0.Kinase Group","UKA_app0.UKA0.Kinase Family","UKA_app0.UKA0.Median Final score","UKA_app0.UKA0.Final score rank","UKA_app0.UKA0.Mean Significance Score","UKA_app0.UKA0.Mean Specificity Score","UKA_app0.UKA0.Median Kinase Statistic","UKA_app0.UKA0.Median Kinase Change","UKA_app0.UKA0.Mean peptide set size","UKA_app0.UKA0.Max Final score","UKA_app0.UKA0.SD Kinase Statistic","UKA_app0.UKA0.Mean Kinase Statistic"
"LMNA vs C_WT","Hard_LMNA vs C_WT","AKT2","P31751",208,"AGC","Akt",1.9665762445130501,38,1.277853614716198,0.6619882265891415,2.919464272222672,0.5380471414989973,21.0,2.0580912256344,0.09728439346453334,2.952021495772958
"LMNA vs C_WT","Hard_LMNA vs C_WT","AKT3","Q9Y243",10000,"AGC","Akt",2.0150228735845066,37,1.3525778001573903,0.8912140633757413,3.392770422017539,0.6389014607384086,7.0,3.3151546383555877,0.26066368295736764,3.4834051071234873
"LMNA vs C_WT","Hard_LMNA vs C_WT","ATR","Q13535",545,"Atypical","PIKK",2.0400051616715835,35,1.5792903035329695,0.44737137900509066,2.7503805011747167,0.577908190091455,5.0,2.1012748184105066,0.09240677599196476,2.781182759838705
"LMNA vs C_WT","Hard_LMNA vs C_WT","AURKA","O14965",6790,"CAMK","Aur",1.778429287833539,49,1.5792903035329695,0.17857449581666973,1.9404971462172924,0.38356266419092977,4.0,1.8486914518179818,0.0,1.9404971462172924
"LMNA vs C_WT","Hard_LMNA vs C_WT","AURKB","Q96GD4",9212,"CAMK","Aur",1.7819899570156366,48,1.5792903035329695,0.1987370696673856,2.0930742733941092,0.44538398583730077,4.0,1.8956494807572648,0.20807774269063592,1.9882129475794215
"LMNA vs C_WT","Hard_LMNA vs C_WT","CAMK2A","Q9UQM7",815,"CAMK","CAMK2",2.8002448227465253,13,1.5965270773963713,1.1515568308392388,4.0239992901622434,0.6793831454383014,6.0,3.4534573365218693,0.9153191531231818,4.173171360094722
"LMNA vs C_WT","Hard_LMNA vs C_WT","CAMK2B","Q13554",816,"CAMK","CAMK2",1.560540984330015,70,1.303362319690324,0.27756027325647814,2.1550842832919246,0.5863917271296276,5.0,1.690114440339806,0.11959050126298774,2.215524705517982
"LMNA vs C_WT","Hard_LMNA vs C_WT","CAMK2D","Q13557",817,"CAMK","CAMK2",3.2395775165767877,8,1.5965270773963713,1.5209045829083516,4.592766349188292,0.6947379708290178,6.0,3.511449283499556,0.8323865700745113,4.930183010938677
"LMNA vs C_WT","Hard_LMNA vs C_WT","CAMK2G","Q13555",818,"CAMK","CAMK2",2.983867955020145,10,1.5751927449899334,1.4237316725906057,4.617731612287935,0.7318140135871132,6.0,3.079876673709276,0.41163508803123267,4.859649766235048
"LMNA vs C_WT","Hard_LMNA vs C_WT","CAMK4","Q16566",814,"CAMK","CAMK1",3.657577319177794,5,1.5792903035329695,2.105192329996334,4.715526682679786,0.6140313545862818,9.0,4.318758762624412,0.48707572772931146,4.842517631608352
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK1","P06493",983,"CMGC","CDK",1.6429804209503276,60,1.5792903035329695,0.03166222544556432,1.500844070607498,0.322323028530393,7.0,1.6881614068238124,0.11281531614277338,1.540560758067782
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK10","Q15131",8558,"CMGC","CDK",2.151441427876237,28,1.5792903035329695,0.6176469600494305,3.24665108422874,0.6284735202789348,4.0,2.39577394691553,0.405607833980457,3.2028986253874847
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK11A","Q9UQ88",728642,"CMGC","CDK",1.619708428669305,66,1.501200596412099,0.06238339057333545,1.2787124534689296,0.31152765949566996,4.0,1.6947346379765513,0.21386498537895754,1.4167617079205288
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK13","Q14004",8621,"CMGC","CDK",0.7225338914222684,95,0.7207897274993578,0.0017441639229106736,0.4789004204477654,0.09963710233569084,4.0,0.8216447399010488,0.08942501812011203,0.4789004204477654
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK15","Q96Q40",65061,"CMGC","CDK",2.3549709352788573,19,1.5792903035329695,0.7698267792859964,3.6590256927621634,0.689270516236627,4.0,2.458920232223371,0.009627699028548875,3.6558164597526472
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK17","Q00537",5128,"CMGC","CDK",1.778429287833539,50,1.6197887582883939,0.15864052954514513,1.773926010722727,0.30424635940127825,3.0,1.778429287833539,,1.773926010722727
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK18","Q07002",5129,"CMGC","CDK",1.8122537302195405,45,1.6197887582883939,0.1924649719311467,1.852374610365602,0.32810134357876236,3.0,1.8122537302195405,,1.852374610365602
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK2","P24941",1017,"CMGC","CDK",1.6224023738910804,64,1.5792903035329695,0.004669692519325519,1.205707091277167,0.2946469001472009,7.0,1.661942124580244,0.07811896805762898,1.1798779166192168
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK3","Q00526",1018,"CMGC","CDK",2.026502691267937,36,1.5792903035329695,0.4675230173358668,2.818493997668826,0.39634540875753055,5.0,2.282329496997738,0.3020929833153429,2.7991540107066695
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK4","P11802",1019,"CMGC","CDK",1.7885590644213305,47,1.5792903035329695,0.20320569652924883,1.8464681975357025,0.3295602930916684,3.0,2.0492458184064963,0.24634582790506232,1.9285834735040566
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK5","Q00535",1020,"CMGC","CDK",1.6913929060316801,55,1.5792903035329695,0.08639910070965759,1.6046188115136149,0.296631783246994,4.0,1.7395469823929137,1.1102230246251565e-16,1.6046188115136149
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK6","Q00534",1021,"CMGC","CDK",1.778429287833539,51,1.541243338997169,0.15436322036901906,1.942753035993932,0.36942560474077846,4.0,1.8276306232361579,0.2737427977024845,1.8515054367597705
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK7","P50613",1022,"CMGC","CDK",1.677284652120313,56,1.5792903035329695,0.11573397180110964,2.047778504266924,0.339352946480116,9.0,1.8263476253107305,0.2034095762553726,1.9701097947235107
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDK9","P50750",1025,"CMGC","CDK",0.6307841425898572,96,0.6965169704145981,0.001161218566332248,0.5120765485356761,0.12882451216379742,4.0,0.9022430704851238,0.07930123085518968,0.5649440357724692
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDKL1","Q00532",8814,"CMGC","CDKL",1.7771795186778319,52,1.5965270773963713,0.20161764631651813,1.8124861208147578,0.37640744696060857,4.0,1.9449276175505825,0.19149948848248322,1.9523375736048336
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDKL4","Q5MAI5",344387,"CMGC","CDKL",1.923697141996053,39,1.638683038733094,0.28501410326295906,2.2306874076046572,0.22520292136403772,3.0,1.9300360621492374,0.0,2.2306874076046572
"LMNA vs C_WT","Hard_LMNA vs C_WT","CDKL5","O76039",6792,"CMGC","CDKL",1.6432859394166055,59,1.37095311662588,0.11880442303423049,1.5522721235051313,0.3985730310281115,4.0,1.9284125294850238,0.5943490236076083,1.5504370353199488
"LMNA vs C_WT","Hard_LMNA vs C_WT","CHEK1","O14757",1111,"CAMK","CAMKL",2.0476919903378747,32,1.5792903035329695,0.45042785628832743,2.9526786683168402,0.42518312401241953,6.0,2.486249849918176,0.72105763823186,2.701498649137165
"LMNA vs C_WT","Hard_LMNA vs C_WT","CHEK2","O96017",11200,"CAMK","RAD53",4.167491087293763,3,1.5792903035329695,2.4313877859680355,4.38446205919906,0.5025632873414044,16.0,4.356547323513812,0.3624836486208402,4.201249603436375
"LMNA vs C_WT","Hard_LMNA vs C_WT","CHUK","O15111",1147,"OTHER","IKK",2.265680319140993,23,1.5792903035329695,0.6996180696379173,3.5795375303114145,0.9368051787217571,4.0,2.378823718224965,0.02768957561794827,3.5610778132327825
"LMNA vs C_WT","Hard_LMNA vs C_WT","COQ8A","Q8NI60",56997,"Atypical","NA",1.5310621943345386,73,1.4333169875603748,0.03662151859106756,1.6410336370311793,0.37182520329952196,7.0,1.73555998865579,0.24003349657633902,1.5541977923924037
"LMNA vs C_WT","Hard_LMNA vs C_WT","CSNK1A1","P48729",1452,"CK1","CK1",2.2323989319496644,25,1.5792903035329695,0.6596622933268464,3.211395467416186,0.7303153971831073,7.0,2.347947151751895,0.07605938297966146,3.2476498632348814
"LMNA vs C_WT","Hard_LMNA vs C_WT","DAPK2","Q9UIK4",23604,"CAMK","DAPK",2.0450878448007224,33,1.5751927449899334,0.4383477361446104,2.5814909013032104,0.5449051459630327,3.0,2.1338308523662293,0.0,2.5814909013032104
"LMNA vs C_WT","Hard_LMNA vs C_WT","DAPK3","O43293",1613,"CAMK","DAPK",2.331987028358168,21,1.6197887582883939,0.712198270069774,3.4721524838003135,0.3362491925557454,3.0,2.331987028358168,,3.4721524838003135
"LMNA vs C_WT","Hard_LMNA vs C_WT","DCLK2","Q8N568",166614,"CAMK","DCAMKL",3.1726307269461747,9,1.5815636040325707,1.6968428623516918,4.74325626353855,0.5336960377516604,8.0,3.75448733218585,0.5343279752689167,4.884007168513243
"LMNA vs C_WT","Hard_LMNA vs C_WT","GSK3B","P49841",2932,"CMGC","GSK",1.302875319123402,93,1.277853614716198,0.032048549790189146,1.1614800664527722,0.5178263054953781,3.0,1.41201978854847,0.0,1.1614800664527722
"LMNA vs C_WT","Hard_LMNA vs C_WT","IKBKB","O14920",3551,"OTHER","IKK",2.21838821750685,26,1.5965270773963713,0.6005373593191617,3.1405601632341287,0.9361903270085717,3.0,2.288361461767651,0.011152905151321836,3.135572432421136
"LMNA vs C_WT","Hard_LMNA vs C_WT","IKBKE","Q14164",9641,"OTHER","IKK",1.4808548180314702,77,1.277853614716198,0.20234800893367255,2.1132774039518276,0.7061431010564213,5.0,1.5732935939536856,0.07076671420547719,2.0776143321634706
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK1","P28482",5594,"CMGC","MAPK",1.3811155150045495,86,1.4277118870105614,0.015582600795831228,1.1913916593123952,0.30302042886615205,6.0,1.6601909347804804,0.27438060408740256,1.2646785782892078
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK10","P53779",5602,"CMGC","MAPK",1.6259118433471826,62,1.5792903035329695,0.016413190593960226,1.5586491811402816,0.3688629766305295,11.0,1.670805584911549,0.05166110723411634,1.5846839320347028
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK11","Q15759",5600,"CMGC","MAPK",2.1286682219617443,29,1.638683038733094,0.4899851832286503,2.679593287452146,0.3797776566611333,3.0,2.1312380417879497,0.0,2.679593287452146
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK12","P53778",6300,"CMGC","MAPK",1.664903325738458,57,1.4437227381951856,0.11617443620241483,1.9406268947402954,0.23863127827643993,5.0,1.869408948036626,0.485623688595167,1.6882519632626067
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK13","O15264",5603,"CMGC","MAPK",1.8199888809422826,44,1.5792903035329695,0.412266593825909,2.35403225598873,0.440385643924985,6.0,2.3410351573355648,0.6457215190537681,2.6956345281695415
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK14","Q16539",1432,"CMGC","MAPK",1.7493848530093667,53,1.5792903035329695,0.12132933798175262,1.783534592633649,0.41516015926996896,6.0,1.7822003200528826,0.14649215044710176,1.872902601778577
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK3","P27361",5595,"CMGC","MAPK",1.355600804108487,88,1.3842706588774736,0.0721943898865199,1.465400161615985,0.36430636048317044,6.0,1.836719329738094,0.35679413611127275,1.604324590030813
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK7","Q13164",5598,"CMGC","MAPK",1.6224023738910804,65,1.5792903035329695,0.027564320490356356,1.2923039964340193,0.30959015091260356,5.0,1.6956818455099434,0.11509826982165877,1.356670809948081
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK8","P45983",5599,"CMGC","MAPK",1.6259118433471826,63,1.5792903035329695,0.01425446261192401,1.5586491811402816,0.3688629766305295,11.0,1.670805584911549,0.03905212634163193,1.571666556587492
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPK9","P45984",5601,"CMGC","MAPK",1.6024771142816576,67,1.5039331054501475,0.05420589141209634,1.6616824578255665,0.38640436971629194,8.0,1.7302069561387703,0.17533053373734975,1.6790146015668248
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPKAPK2","P49137",9261,"CAMK","MAPKAPK",2.2468767553182873,24,1.5792903035329695,0.7207189331145357,2.9049740483174125,0.5478924453258501,22.0,2.705974905904677,0.19409572132800684,2.998588161101714
"LMNA vs C_WT","Hard_LMNA vs C_WT","MAPKAPK3","Q16644",7867,"CAMK","MAPKAPK",2.540607512240769,18,1.5792903035329695,1.0922686919369566,3.2021851252984592,0.5669340604827505,25.0,3.1804560644581317,0.09506652682529941,3.1734180009914716
"LMNA vs C_WT","Hard_LMNA vs C_WT","MTOR","P42345",2475,"Atypical","PIKK",1.519418213170831,75,1.277853614716198,0.28546472009588786,2.1431428959378653,0.5651280164718704,5.0,1.730860803207821,0.19576134248537413,2.2736504575947816
"LMNA vs C_WT","Hard_LMNA vs C_WT","MYLK3","Q32MK0",91807,"CAMK","MLCK",1.9021182552861315,40,1.303362319690324,0.6309045937809395,3.2997578495191107,0.6438406176037331,3.0,2.0463369362529087,0.0,3.2997578495191107
"LMNA vs C_WT","Hard_LMNA vs C_WT","NPR1","P16066",4881,"RGC","RGC",2.7525177393229456,14,1.5792903035329695,1.1463043785198204,3.555078335239385,0.6096485270394209,14.0,2.941573975542995,0.11179168402921581,3.521888943247676
"LMNA vs C_WT","Hard_LMNA vs C_WT","NPR2","P20594",4882,"RGC","RGC",2.292770580672706,22,1.6100693487079896,0.6917120858271897,3.1326688160914586,0.8061988949775705,4.0,2.3312414582490426,0.19947302963567592,3.2478346234476865
"LMNA vs C_WT","Hard_LMNA vs C_WT","PAK1","Q13153",5058,"STE","STE20",2.0757207139381184,31,1.5792903035329695,0.46617678077926733,2.722390506133804,0.7086606522401153,4.0,2.17470373556904,0.0,2.722390506133804
"LMNA vs C_WT","Hard_LMNA vs C_WT","PIM1","P11309",5292,"CAMK","PIM",1.644356949779131,58,1.4154736154969951,0.3415070257056871,2.645279847517726,0.5595569695141318,47.0,2.018090829909208,0.018065280725871616,2.641819923836374
"LMNA vs C_WT","Hard_LMNA vs C_WT","PIM2","Q9P1W9",11040,"CAMK","PIM",2.5931193299508752,17,1.5792903035329695,1.0311134974876437,3.0719237636019066,0.5437983603313082,29.0,2.8002448227465253,0.11324956875799565,3.084200811847586
"LMNA vs C_WT","Hard_LMNA vs C_WT","PKN1","Q16512",5585,"AGC","PKN",1.395209836239352,83,1.3024242042477288,0.09278563199162314,1.6300350237344676,0.46337979336580515,4.0,1.4047684036412726,0.15797901395875188,1.6300350237344676
"LMNA vs C_WT","Hard_LMNA vs C_WT","PKN2","Q16513",5586,"AGC","PKN",1.4454381608090139,80,1.2676062401770314,0.17783192063198247,1.8614855466325284,0.3918109999762767,3.0,1.4454381608090139,,1.8614855466325284
"LMNA vs C_WT","Hard_LMNA vs C_WT","PLK3","Q9H4B4",1263,"CAMK","PLK",1.6422937892153575,61,1.277853614716198,0.3899298777561911,2.3804675157588995,0.6774179405636293,4.0,1.8881999931016553,0.12440875690572463,2.4807019087883266
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKAA1","Q13131",5562,"CAMK","CAMKL",2.041531681633056,34,1.440722924552891,0.540376346148889,2.9423486341035514,0.5308394648812066,10.0,2.685290307044826,0.27861654953225523,2.895484548834297
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKACA","P17612",5566,"AGC","PKA",4.318758762624412,1,1.5792903035329695,2.6989700043360187,3.124163830171474,0.6701958889656912,46.0,4.356547323513812,0.07725298573424033,3.161219054907545
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKACB","P22694",5567,"AGC","PKA",2.713094647027625,15,1.5792903035329695,1.067423459811519,3.1002733952638226,0.6203781207402597,23.0,2.8716007312821934,0.25774161988626804,3.2377630391461967
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKACG","P22612",5568,"AGC","PKA",2.175923859644379,27,1.6219463413254407,0.5262245021563969,2.8327618432428388,0.619599329100717,3.0,2.2012112860487507,0.0,2.8327618432428388
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCA","P17252",5578,"AGC","PKC",1.5805729923844434,69,1.277853614716198,0.3085600383437394,2.5608997886399614,0.6372707702111485,21.0,1.7181488376916831,0.0456325056815163,2.579141725759224
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCB","P05771",5579,"AGC","PKC",1.36997914888659,87,1.277853614716198,0.09297149820663532,2.1621106271491626,0.5734977465049867,17.0,1.4682656907234497,0.05567951559952752,2.1247391542193945
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCD","Q05655",5580,"AGC","PKC",1.8075440614880247,46,1.277853614716198,0.5699387584951832,2.8958069441734757,0.6324917872746756,17.0,2.0006954276616513,0.060929271575442194,2.8971091642657862
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCE","Q02156",5581,"AGC","PKC",1.3902348943072573,84,1.277853614716198,0.12529539901077436,2.228568862881487,0.6091329863196889,15.0,1.5532764804317982,0.26048638904555055,2.133355778522881
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCG","P05129",5582,"AGC","PKC",1.4467482507373315,79,1.277853614716198,0.19832753629355007,2.1774342787276075,0.6502002120017968,10.0,1.7139928779205253,0.29613640863861834,2.2004348119090893
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCH","P24723",5583,"AGC","PKC",1.3327338806177256,90,1.277853614716198,0.06129401008068391,1.8605726656926862,0.5656010763985693,10.0,1.4332561936959969,0.1646773616925623,1.785551244261679
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCI","P41743",5584,"AGC","PKC",1.3822450201455194,85,1.277853614716198,0.11223148369018224,1.9843586933377564,0.5322993916493822,10.0,1.4835439565422515,0.05403341440024348,2.001587160922501
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCQ","Q04759",5588,"AGC","PKC",1.3182162335321186,91,1.277853614716198,0.05665856254178633,1.91834054646155,0.5183577711383472,15.0,1.414855235934249,0.07237696683275512,1.9463963247350589
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKCZ","Q05513",5590,"AGC","PKC",1.2917151037752386,94,1.277853614716198,0.025473030121137937,1.4223281267267531,0.37945727507272736,6.0,1.4008595732003066,0.0,1.4223281267267531
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKD1","Q15139",5587,"CAMK","PKD",2.86518562967954,12,1.5792903035329695,1.2741374063747866,4.660209236259112,0.7591617663701318,5.0,3.017728766960431,0.0,4.660209236259112
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKG1","Q13976",5592,"AGC","PKG",2.938547520912807,11,1.5792903035329695,1.6493862534416548,3.1614871489808483,0.6336376830643333,33.0,4.356547323513812,0.08182065223553292,3.1634415126697917
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKG2","Q13237",5593,"AGC","PKG",3.578396073130169,6,1.5792903035329695,2.0434465493836695,3.346308214035886,0.642655028237242,30.0,4.356547323513812,0.09796583509067414,3.359053191509241
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKX","P51817",5613,"AGC","PKA",4.1938200260161125,2,1.5792903035329695,2.1435303998392983,3.459803635851883,0.6664933582147002,27.0,4.356547323513812,0.2144435330245712,3.4747055658867936
"LMNA vs C_WT","Hard_LMNA vs C_WT","PRKY","O43930",,"AGC","PKA",2.3549709352788573,20,1.5792903035329695,0.9593030428715928,3.5567616025286553,0.7073275976710898,8.0,3.0555173278498313,0.21654021169244422,3.570195625887664
"LMNA vs C_WT","Hard_LMNA vs C_WT","PSKH1","P11801",5681,"CAMK","PSK",1.5387897478777457,72,1.3123013395686471,0.23862537648354123,2.098670447646552,0.7610297732883072,4.0,1.6395580668973622,0.07160628087709109,2.098670447646552
"LMNA vs C_WT","Hard_LMNA vs C_WT","RAF1","P04049",5894,"TKL","RAF",1.3422941486773818,89,1.277853614716198,0.08583527929593479,1.5199009117981843,0.5862036943435647,4.0,1.4504082629764443,0.1648479720437385,1.5748502358127638
"LMNA vs C_WT","Hard_LMNA vs C_WT","ROCK1","Q13464",6093,"AGC","DMPK",1.539643484138152,71,1.462023543602225,0.07483523036134994,1.327895491156507,0.39854485458797245,3.0,1.710143597290743,0.22109933157695016,1.4893636129618535
"LMNA vs C_WT","Hard_LMNA vs C_WT","ROCK2","O75116",9475,"AGC","DMPK",1.3085648478559377,92,1.232569105519968,0.028828782826940975,1.3806242413844547,0.3039611876010855,4.0,1.4273607029571866,0.23523022484631673,1.2459319241897362
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KA1","Q15418",6195,"AGC-CAMK","RSK",1.3963793560294646,82,1.3169850056174606,0.24739015166418526,2.0730083724390305,0.6047392862814486,15.0,2.5553307690614755,0.45909548652495963,2.282536785518405
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KA2","Q15349",6196,"AGC-CAMK","RSK",1.4054748608639942,81,1.277853614716198,0.24747498988053612,2.1767768448690634,0.6133364929872459,15.0,1.7330161152339558,0.30659107746345177,2.365836926358347
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KA3","P51812",6197,"AGC-CAMK","RSK",1.5209720412394525,74,1.3525778001573903,0.4427197109160898,2.489435280377215,0.5420254998736987,15.0,3.1804560644581317,0.6809269746242573,2.3729512398723576
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KA4","O75676",8986,"AGC-CAMK","RSK",1.4520467694708004,78,1.2900283084984565,0.1676521188569597,1.8708100022734329,0.4706492026647047,4.0,1.5598468702264392,0.021394193879546344,1.859255817024699
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KA5","O75582",9252,"AGC-CAMK","RSK",4.017728766960431,4,1.5792903035329695,2.4787176451094,3.2863401766710134,0.5940346817175579,35.0,4.318758762624412,0.08779258793838172,3.330066901130053
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KA6","Q9UK32",27330,"AGC-CAMK","RSK",2.093114635433662,30,1.5423189335506282,0.5423867825287523,2.768634816333495,0.498843972743662,11.0,2.7332980331159122,1.0390785320627896,2.4623928667509323
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KB1","P23443",6198,"AGC","RSK",1.5829603249112807,68,1.3842706588774736,0.3413512627631404,2.510082468318889,0.5725041086023541,13.0,2.2359733923079625,0.22041377083538927,2.5398256362665284
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KB2","Q9UBS0",6199,"AGC","RSK",3.473660722610156,7,1.541243338997169,1.6312154332758138,3.324736161476737,0.7190396313865992,20.0,4.318758762624412,0.36523711494243044,3.3542600957342956
"LMNA vs C_WT","Hard_LMNA vs C_WT","RPS6KL1","Q9Y6S9",83694,"OTHER","RSKL",1.7043969380602924,54,1.5863417483145485,0.09660308534739946,1.5510961390962767,0.431771079699199,3.0,1.7610511016882384,0.0,1.5510961390962767
"LMNA vs C_WT","Hard_LMNA vs C_WT","SGK1","O00141",6446,"AGC","SGK",1.5086943477790578,76,1.3842706588774736,0.9664534126861049,2.379139385262741,0.591055491031751,15.0,4.356547323513812,0.7638379690858471,2.805196202026236
"LMNA vs C_WT","Hard_LMNA vs C_WT","SGK2","Q9HBY8",10110,"AGC","SGK",1.8394714461482424,43,1.3842706588774736,0.879949575627573,2.8994821701261495,0.6794027600969604,12.0,4.318758762624412,0.49563315725506996,3.0257593449740368
"LMNA vs C_WT","Hard_LMNA vs C_WT","SGK3","Q96BR1",23678,"AGC","SGK",2.628562682595899,16,1.5552115135369757,0.9875839511244195,3.2985144702888594,0.6783308221234193,11.0,3.290730039024169,0.5316702168769327,3.352358864090371
"LMNA vs C_WT","Hard_LMNA vs C_WT","STK38L","Q9Y2H1",23012,"AGC","NDR",1.8458804744841533,42,1.3858967923844128,0.6405337294740905,3.0395453246694077,0.653671190142631,7.0,2.406713932979543,0.4571482973502774,3.3034800172041696
