"UKA_app0.UKA0.contrast","UKA_app0.UKA0.Sgroup_contrast","UKA_app0.UKA0.Kinase Name","UKA_app0.UKA0.Kinase Uniprot ID","UKA_app0.UKA0.Kinase entrezid","UKA_app0.UKA0.Kinase Group","UKA_app0.UKA0.Kinase Family","UKA_app0.UKA0.Median Final score","UKA_app0.UKA0.Final score rank","UKA_app0.UKA0.Mean Significance Score","UKA_app0.UKA0.Mean Specificity Score","UKA_app0.UKA0.Median Kinase Statistic","UKA_app0.UKA0.Median Kinase Change","UKA_app0.UKA0.Mean peptide set size","UKA_app0.UKA0.Max Final score","UKA_app0.UKA0.SD Kinase Statistic","UKA_app0.UKA0.Mean Kinase Statistic"
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKX","P51817",5613,"AGC","PKA",4.017728766960431,4,1.3187587626244128,2.1790982237986807,2.295364223283711,0.3497018272226543,27.0,4.017728766960431,0.08246525231326683,2.2783200264594288
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PRKY","O43930",,"AGC","PKA",1.665546248849069,41,1.2303276495861823,0.35334817575558297,1.8165424354788862,0.3493557487215216,8.0,1.8163316426399803,0.10340612572037067,1.7858850651021942
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","PSKH1","P11801",5681,"CAMK","PSK",1.4233488704844257,60,1.119788758288394,0.30319515850627116,1.659926647284993,0.36039421955744244,4.0,1.69966543199767,0.19330367961352343,1.659926647284993
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RAF1","P04049",5894,"TKL","RAF",1.0048915422552596,69,0.9208187539523752,0.0936622593688668,0.9755978100557571,0.2505725920200357,4.0,1.0870343792958963,0.09243465791191932,1.0064093626930635
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","ROCK1","Q13464",6093,"AGC","DMPK",1.4390895569923592,59,1.3187587626244128,0.18684177691199805,1.080987031480973,0.1786134243011297,3.0,1.6232770861342154,0.34765238770897117,1.3348764380392868
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","ROCK2","O75116",9475,"AGC","DMPK",1.4761495230138508,56,1.3187587626244128,0.1751608678241645,1.372498654030969,0.18360447883607245,4.0,1.572124563686834,0.28318507906419593,1.3430366917738548
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA1","Q15418",6195,"AGC-CAMK","RSK",1.5125787886405258,52,1.3187587626244128,0.42907089066098486,1.5263658909523266,0.3107240633531019,15.0,2.4862498499181767,0.3093309360075697,1.6625662943904873
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA2","Q15349",6196,"AGC-CAMK","RSK",1.821829114551198,31,1.3187587626244128,0.6356214533265024,1.8892747913591361,0.3299917632883247,15.0,2.5705707356182126,0.1788173182971807,1.8951588721508432
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA3","P51812",6197,"AGC-CAMK","RSK",1.8082137524178008,33,1.3187587626244128,0.5377124134161181,1.8293413934690401,0.3016396098666782,15.0,2.473660722610156,0.31353110961755093,1.7526615966166696
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA4","O75676",8986,"AGC-CAMK","RSK",1.6402489730995766,44,1.3187587626244128,0.282056868256728,1.7711213937975898,0.31602195898691726,4.0,1.689349163521694,0.20092155728950317,1.6626113510047924
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA5","O75582",9252,"AGC-CAMK","RSK",4.017728766960431,5,1.3187587626244128,2.6989700043360187,2.2946868633181388,0.3307854389322273,35.0,4.017728766960431,0.04507694689685407,2.3188399998522526
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KA6","Q9UK32",27330,"AGC-CAMK","RSK",1.4582956161587504,58,1.0728689159237448,0.2753438803447653,1.4287131526459098,0.26146617945698264,11.0,2.12010167566999,0.6547103626223502,1.3027297737665144
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KB1","P23443",6198,"AGC","RSK",1.5879764869580235,49,1.186112093067067,0.3288548200117384,1.6554972378786952,0.29825995248906273,13.0,1.942181805567901,0.23165024043629925,1.7037794143240836
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KB2","Q9UBS0",6199,"AGC","RSK",3.7166987712964503,6,1.3187587626244128,1.9797378133142534,2.2957691756731577,0.3822209780866405,20.0,4.017728766960431,0.0745331680938891,2.295400568525216
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","RPS6KL1","Q9Y6S9",83694,"OTHER","RSKL",0.35719364026576206,88,0.32239304727950685,0.03612211655321681,0.5260412542876607,0.2051679293314613,3.0,0.3671865097375651,0.0,0.5260412542876607
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","SGK1","O00141",6446,"AGC","SGK",2.4266641599339325,13,1.3187587626244128,1.1722621689522659,2.1895098360829457,0.35253081719081053,15.0,2.787279845582158,0.05820659083459882,2.2036751788050197
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","SGK2","Q9HBY8",10110,"AGC","SGK",2.656000930942839,10,1.3187587626244128,1.2547919991746528,2.2734057762844664,0.38321633471383304,12.0,3.1146387799684883,0.21806560959023055,2.343765613944436
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","SGK3","Q96BR1",23678,"AGC","SGK",2.1726307269461747,22,1.3187587626244128,0.8581313791997431,2.15666541092255,0.39853553970654826,11.0,2.4614262661931443,0.10481338980296495,2.1489637907536285
"LMNA vs C_WT","C_Soft_LMNA vs C_WT","STK38L","Q9Y2H1",23012,"AGC","NDR",1.8136087843045068,32,1.3187587626244128,0.5720882312723772,1.904017084283964,0.3547799438238245,7.0,2.058687374639338,0.2793353633733892,2.0652914315217723
"LMNA vs C_WT","Hard_LMNA vs C_WT","AKT1","P31749",207,"AGC","Akt",1.8593662748651818,41,1.277853614716198,0.5919818951372517,2.911715450510664,0.5778543990955052,22.0,2.178093622647677,0.10110060551074355,2.8800308724639168
